text,label
Technical failure related to damaged package id 618,Technical Issue
Please help me resolve account problem related to damaged package case 619,Account
The courier reported server error incident 620,Delivery
My bill shows an extra amount of network issue reference 621,Billing
I am facing a technical problem with billing cycle issue case 622,Technical Issue
Please help me resolve account problem related to server error case 623,Account
My order delivery is delayed due to account suspension tracking 624,Delivery
Billing error due to courier delay record 625,Billing
Error occurs while attempting to address mismatch log 626,Technical Issue
I need help updating my account late payment request 627,Account
My order delivery is delayed due to courier delay tracking 628,Delivery
Why am I paying for password reset on my bill case 629,Billing
The system is not responding during damaged package incident 630,Technical Issue
I cannot access my account because of account suspension ticket 631,Account
I have not received my package because of password reset case 632,Delivery
I was charged incorrect invoice for my last invoice #633,Billing
The app crashes when I try to login failure error 634,Technical Issue
I need help updating my account duplicate charge request 635,Account
My shipment status shows network issue reference 636,Delivery
There is an incorrect charge related to system timeout ticket 637,Billing
I am facing a technical problem with payment gateway error case 638,Technical Issue
Please help me resolve account problem related to account suspension case 639,Account
The courier reported payment gateway error incident 640,Delivery
I was charged duplicate charge for my last invoice #641,Billing
I am facing a technical problem with login failure case 642,Technical Issue
I cannot access my account because of wrong amount ticket 643,Account
